Category	Value	Fon Kodu	Tarih
Kamu Kira Sertifikaları (TL)	60,62	GPF	2024-02-04
Hisse Senedi	5,38	GPF	2024-02-04
Özel Sektör Kira Sertifikaları	19,86	GPF	2024-02-04
Katılma Hesabı (TL)	5,61	GPF	2024-02-04
Kıymetli Madenler	8,53	GPF	2024-02-04
Finansman Bonosu	37,87	ICV	2024-02-04
Özel Sektör Tahvili	0,19	ICV	2024-02-04
Yatırım Fonları Katılma Payları	35,23	ICV	2024-02-04
Takasbank Para Piyasası	1,01	ICV	2024-02-04
Hisse Senedi	16,31	ICV	2024-02-04
Varlığa Dayalı Menkul Kıymetler	2,35	ICV	2024-02-04
Vadeli İşlemler Nakit Teminatları	4,06	ICV	2024-02-04
Diğer	2,98	ICV	2024-02-04
Finansman Bonosu	62,43	RPT	2024-02-04
Repo	-13,18	RPT	2024-02-04
Özel Sektör Tahvili	22,54	RPT	2024-02-04
Takasbank Para Piyasası	0,39	RPT	2024-02-04
Varlığa Dayalı Menkul Kıymetler	8,69	RPT	2024-02-04
Diğer	0,64	RPT	2024-02-04
Mevduat (TL)	5,76	RPT	2024-02-04
Yatırım Fonları Katılma Payları	1,64	RPT	2024-02-04
Özel Sektör Kira Sertifikaları	4,21	RPT	2024-02-04
Hisse Senedi	3,32	RPT	2024-02-04
Katılma Hesabı (TL)	3,56	RPT	2024-02-04
Yabancı Hisse Senedi	64,31	TAR	2024-02-04
Takasbank Para Piyasası	3,06	TAR	2024-02-04
Hisse Senedi	32,63	TAR	2024-02-04
Finansman Bonosu	76,29	AHU	2024-02-04
Özel Sektör Tahvili	5,03	AHU	2024-02-04
Takasbank Para Piyasası	10,08	AHU	2024-02-04
Yatırım Fonları Katılma Payları	8,6	AHU	2024-02-04
Ters-Repo	54,64	FZP	2024-02-04
Özel Sektör Tahvili	0,02	FZP	2024-02-04
Varlığa Dayalı Menkul Kıymetler	17,15	FZP	2024-02-04
Devlet Tahvili	0,45	FZP	2024-02-04
Finansman Bonosu	14,57	FZP	2024-02-04
Mevduat (TL)	1,21	FZP	2024-02-04
Kamu Dış Borçlanma Araçları	4,81	FZP	2024-02-04
Takasbank Para Piyasası	2,85	FZP	2024-02-04
Hisse Senedi	4,3	FZP	2024-02-04
Finansman Bonosu	50,08	NSK	2024-02-04
Mevduat (Döviz)	0,24	NSK	2024-02-04
Mevduat (TL)	24,69	NSK	2024-02-04
Vadeli İşlemler Nakit Teminatları	0,41	NSK	2024-02-04
Ters-Repo	19,85	NSK	2024-02-04
Diğer	4,73	NSK	2024-02-04
Finansman Bonosu	42,57	HVK	2024-02-04
Diğer	9,22	HVK	2024-02-04
Ters-Repo	19,04	HVK	2024-02-04
Özel Sektör Tahvili	14,01	HVK	2024-02-04
Yatırım Fonları Katılma Payları	15,16	HVK	2024-02-04
Yabancı Hisse Senedi	69,16	IPJ	2024-02-04
Yabancı Borsa Yatırım Fonları	0,06	IPJ	2024-02-04
Özel Sektör Tahvili	13,05	IPJ	2024-02-04
Gayrimenkul Yatırım Fonları Katılma Payları	0,3	IPJ	2024-02-04
Finansman Bonosu	6,41	IPJ	2024-02-04
Vadeli İşlemler Nakit Teminatları	0,64	IPJ	2024-02-04
Girişim Sermayesi Yatırım Fonları Katılma Payları	4,26	IPJ	2024-02-04
Hisse Senedi	2,89	IPJ	2024-02-04
Yabancı Özel Sektör Borçlanma Araçları	3,23	IPJ	2024-02-04
Yabancı Hisse Senedi	76,56	DFD	2024-02-04
Mevduat (TL)	1,38	DFD	2024-02-04
Yatırım Fonları Katılma Payları	13,67	DFD	2024-02-04
Kıymetli Madenler Cinsinden BYF	3,88	DFD	2024-02-04
Hisse Senedi	4,51	DFD	2024-02-04
Ters-Repo	49,35	NVT	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,08	NVT	2024-02-04
Mevduat (TL)	33,8	NVT	2024-02-04
Diğer	0,84	NVT	2024-02-04
Finansman Bonosu	15,93	NVT	2024-02-04
Özel Sektör Tahvili	29,77	GPB	2024-02-04
Mevduat (Döviz)	0,1	GPB	2024-02-04
Finansman Bonosu	16,53	GPB	2024-02-04
Takasbank Para Piyasası	0,45	GPB	2024-02-04
Devlet Tahvili	12,33	GPB	2024-02-04
Varlığa Dayalı Menkul Kıymetler	1,09	GPB	2024-02-04
Yabancı Borsa Yatırım Fonları	7,08	GPB	2024-02-04
Yatırım Fonları Katılma Payları	1,52	GPB	2024-02-04
Kamu Dış Borçlanma Araçları	5,84	GPB	2024-02-04
Mevduat (TL)	2,88	GPB	2024-02-04
Hisse Senedi	5,29	GPB	2024-02-04
Özel Sektör Kira Sertifikaları	3,6	GPB	2024-02-04
Kamu Kira Sertifikaları (TL)	4,98	GPB	2024-02-04
Vadeli İşlemler Nakit Teminatları	3,87	GPB	2024-02-04
Özel Sektör Dış Borçlanma Araçları	4,69	GPB	2024-02-04
Ters-Repo	55,35	NVB	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,27	NVB	2024-02-04
Finansman Bonosu	25,08	NVB	2024-02-04
Özel Sektör Tahvili	0,37	NVB	2024-02-04
Mevduat (TL)	17,25	NVB	2024-02-04
Diğer	1,68	NVB	2024-02-04
Ters-Repo	58,35	PPZ	2024-02-04
Katılma Hesabı (TL)	0,07	PPZ	2024-02-04
Takasbank Para Piyasası	18,44	PPZ	2024-02-04
Özel Sektör Tahvili	0,08	PPZ	2024-02-04
Mevduat (TL)	15,42	PPZ	2024-02-04
Özel Sektör Kira Sertifikaları	0,19	PPZ	2024-02-04
Finansman Bonosu	7,45	PPZ	2024-02-04
Yatırım Fonları Katılma Payları	76,96	GO1	2024-02-04
Hisse Senedi	0,06	GO1	2024-02-04
Finansman Bonosu	14,72	GO1	2024-02-04
Kıymetli Madenler Cinsinden BYF	0,35	GO1	2024-02-04
Girişim Sermayesi Yatırım Fonları Katılma Payları	3,85	GO1	2024-02-04
Borsa Yatırım Fonları Katılma Payları	0,51	GO1	2024-02-04
Mevduat (TL)	2,56	GO1	2024-02-04
Özel Sektör Tahvili	0,99	GO1	2024-02-04
Ters-Repo	50,82	NRG	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,31	NRG	2024-02-04
Finansman Bonosu	28,98	NRG	2024-02-04
Özel Sektör Tahvili	0,38	NRG	2024-02-04
Mevduat (TL)	17,55	NRG	2024-02-04
Diğer	1,96	NRG	2024-02-04
Finansman Bonosu	33,04	HVT	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,04	HVT	2024-02-04
Mevduat (TL)	26,04	HVT	2024-02-04
Özel Sektör Kira Sertifikaları	3,39	HVT	2024-02-04
Ters-Repo	21,15	HVT	2024-02-04
Takasbank Para Piyasası	16,34	HVT	2024-02-04
Yatırım Fonları Katılma Payları	99,44	OIR	2024-02-04
Diğer	0,56	OIR	2024-02-04
Finansman Bonosu	37,67	DGH	2024-02-04
Takasbank Para Piyasası	0,06	DGH	2024-02-04
Mevduat (TL)	32,58	DGH	2024-02-04
Diğer	0,06	DGH	2024-02-04
Ters-Repo	16,76	DGH	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,66	DGH	2024-02-04
Özel Sektör Tahvili	10,83	DGH	2024-02-04
Özel Sektör Kira Sertifikaları	1,38	DGH	2024-02-04
Finansman Bonosu	60,4	GA1	2024-02-04
Mevduat (TL)	0,04	GA1	2024-02-04
Devlet Tahvili	19,51	GA1	2024-02-04
Takasbank Para Piyasası	0,14	GA1	2024-02-04
Özel Sektör Tahvili	12,96	GA1	2024-02-04
Ters-Repo	0,68	GA1	2024-02-04
Varlığa Dayalı Menkul Kıymetler	6,28	GA1	2024-02-04
Katılma Hesabı (TL)	97,63	GKH	2024-02-04
Yatırım Fonları Katılma Payları	2,37	GKH	2024-02-04
Ters-Repo	82,94	HYV	2024-02-04
Diğer	0,2	HYV	2024-02-04
Mevduat (TL)	13,36	HYV	2024-02-04
Takasbank Para Piyasası	0,21	HYV	2024-02-04
Finansman Bonosu	2,99	HYV	2024-02-04
Özel Sektör Tahvili	0,3	HYV	2024-02-04
Mevduat (TL)	78,57	DCB	2024-02-04
Özel Sektör Kira Sertifikaları	0,11	DCB	2024-02-04
Takasbank Para Piyasası	13,17	DCB	2024-02-04
Diğer	0,63	DCB	2024-02-04
Finansman Bonosu	3,58	DCB	2024-02-04
Özel Sektör Tahvili	0,64	DCB	2024-02-04
Ters-Repo	3,3	DCB	2024-02-04
Takasbank Para Piyasası	44,11	FSF	2024-02-04
Diğer	0,83	FSF	2024-02-04
Ters-Repo	39,14	FSF	2024-02-04
Özel Sektör Tahvili	2,03	FSF	2024-02-04
Varlığa Dayalı Menkul Kıymetler	5,22	FSF	2024-02-04
Finansman Bonosu	3,6	FSF	2024-02-04
Mevduat (TL)	5,07	FSF	2024-02-04
Ters-Repo	82,38	GBN	2024-02-04
Mevduat (TL)	1,77	GBN	2024-02-04
Katılma Hesabı (TL)	15,84	GBN	2024-02-04
Yabancı Borsa Yatırım Fonları	73,38	OLD	2024-02-04
Takasbank Para Piyasası	0,99	OLD	2024-02-04
Hisse Senedi	14,19	OLD	2024-02-04
Yatırım Fonları Katılma Payları	5,4	OLD	2024-02-04
Yabancı Hisse Senedi	6,04	OLD	2024-02-04
Finansman Bonosu	55,28	NZT	2024-02-04
Repo	-1,03	NZT	2024-02-04
Mevduat (TL)	39,15	NZT	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,34	NZT	2024-02-04
Diğer	4,8	NZT	2024-02-04
Özel Sektör Tahvili	1,46	NZT	2024-02-04
Ters-Repo	48,48	RPP	2024-02-04
Diğer	0,01	RPP	2024-02-04
Mevduat (TL)	27,48	RPP	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,89	RPP	2024-02-04
Finansman Bonosu	13,2	RPP	2024-02-04
Özel Sektör Kira Sertifikaları	2,02	RPP	2024-02-04
Katılma Hesabı (TL)	3,22	RPP	2024-02-04
Özel Sektör Tahvili	2,05	RPP	2024-02-04
Takasbank Para Piyasası	2,65	RPP	2024-02-04
Finansman Bonosu	78,54	NJG	2024-02-04
Özel Sektör Kira Sertifikaları	1,7	NJG	2024-02-04
Takasbank Para Piyasası	12,29	NJG	2024-02-04
Yatırım Fonları Katılma Payları	2,01	NJG	2024-02-04
Özel Sektör Tahvili	5,46	NJG	2024-02-04
Finansman Bonosu	90,99	GBL	2024-02-04
Mevduat (TL)	0,15	GBL	2024-02-04
Özel Sektör Tahvili	7,4	GBL	2024-02-04
Özel Sektör Kira Sertifikaları	1,46	GBL	2024-02-04
Finansman Bonosu	59,98	OPD	2024-02-04
Repo	-25,16	OPD	2024-02-04
Yabancı Özel Sektör Borçlanma Araçları	25,37	OPD	2024-02-04
Vadeli İşlemler Nakit Teminatları	0,09	OPD	2024-02-04
Özel Sektör Tahvili	13,24	OPD	2024-02-04
Varlığa Dayalı Menkul Kıymetler	1,1	OPD	2024-02-04
Takasbank Para Piyasası	12,31	OPD	2024-02-04
Özel Sektör Kira Sertifikaları	5,05	OPD	2024-02-04
Diğer	8,02	OPD	2024-02-04
Ters-Repo	80,92	IJV	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,13	IJV	2024-02-04
Finansman Bonosu	17,7	IJV	2024-02-04
Özel Sektör Kira Sertifikaları	0,59	IJV	2024-02-04
Özel Sektör Tahvili	0,66	IJV	2024-02-04
Finansman Bonosu	70,36	OSD	2024-02-04
Diğer	0,02	OSD	2024-02-04
Özel Sektör Tahvili	14,11	OSD	2024-02-04
Varlığa Dayalı Menkul Kıymetler	1,82	OSD	2024-02-04
Özel Sektör Kira Sertifikaları	9,15	OSD	2024-02-04
Mevduat (TL)	2,04	OSD	2024-02-04
Takasbank Para Piyasası	2,5	OSD	2024-02-04
Yatırım Fonları Katılma Payları	45,83	YKS	2024-02-04
Özel Sektör Tahvili	1,55	YKS	2024-02-04
Hisse Senedi	21,21	YKS	2024-02-04
Vadeli İşlemler Nakit Teminatları	3,0	YKS	2024-02-04
Yabancı Borsa Yatırım Fonları	20,57	YKS	2024-02-04
Kamu Dış Borçlanma Araçları	7,84	YKS	2024-02-04
Mevduat (TL)	27,67	KIE	2024-02-04
Özel Sektör Tahvili	0,25	KIE	2024-02-04
Finansman Bonosu	27,63	KIE	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,97	KIE	2024-02-04
Takasbank Para Piyasası	19,49	KIE	2024-02-04
Özel Sektör Kira Sertifikaları	2,53	KIE	2024-02-04
Ters-Repo	17,03	KIE	2024-02-04
Diğer	4,43	KIE	2024-02-04
Ters-Repo	70,6	PPN	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,12	PPN	2024-02-04
Finansman Bonosu	18,26	PPN	2024-02-04
Özel Sektör Kira Sertifikaları	0,65	PPN	2024-02-04
Takasbank Para Piyasası	6,29	PPN	2024-02-04
Mevduat (TL)	4,08	PPN	2024-02-04
Finansman Bonosu	77,82	NJR	2024-02-04
Özel Sektör Tahvili	4,49	NJR	2024-02-04
Ters-Repo	12,59	NJR	2024-02-04
Özel Sektör Kira Sertifikaları	5,1	NJR	2024-02-04
Mevduat (TL)	36,79	ONN	2024-02-04
Devlet Tahvili	2,28	ONN	2024-02-04
Yatırım Fonları Katılma Payları	25,06	ONN	2024-02-04
Varlığa Dayalı Menkul Kıymetler	2,99	ONN	2024-02-04
Finansman Bonosu	18,34	ONN	2024-02-04
Özel Sektör Kira Sertifikaları	3,34	ONN	2024-02-04
Katılma Hesabı (TL)	11,2	ONN	2024-02-04
Finansman Bonosu	46,49	GYK	2024-02-04
Özel Sektör Kira Sertifikaları	0,01	GYK	2024-02-04
Özel Sektör Tahvili	22,25	GYK	2024-02-04
Mevduat (TL)	0,01	GYK	2024-02-04
Devlet Tahvili	12,0	GYK	2024-02-04
Vadeli İşlemler Nakit Teminatları	1,75	GYK	2024-02-04
Yatırım Fonları Katılma Payları	11,6	GYK	2024-02-04
Varlığa Dayalı Menkul Kıymetler	2,94	GYK	2024-02-04
Diğer	2,95	GYK	2024-02-04
Finansman Bonosu	87,6	KRC	2024-02-04
Vadeli İşlemler Nakit Teminatları	6,14	KRC	2024-02-04
Özel Sektör Tahvili	6,26	KRC	2024-02-04
Finansman Bonosu	77,67	IST	2024-02-04
Devlet Tahvili	0,04	IST	2024-02-04
Özel Sektör Tahvili	16,79	IST	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,84	IST	2024-02-04
Ters-Repo	2,86	IST	2024-02-04
Özel Sektör Kira Sertifikaları	1,8	IST	2024-02-04
Özel Sektör Kira Sertifikaları	81,34	MPK	2024-02-04
Yatırım Fonları Katılma Payları	0,41	MPK	2024-02-04
Katılma Hesabı (TL)	8,95	MPK	2024-02-04
Girişim Sermayesi Yatırım Fonları Katılma Payları	1,96	MPK	2024-02-04
Kamu Kira Sertifikaları (TL)	4,93	MPK	2024-02-04
Gayrimenkul Yatırım Fonları Katılma Payları	2,41	MPK	2024-02-04
Finansman Bonosu	62,39	OKT	2024-02-04
Diğer	0,02	OKT	2024-02-04
Özel Sektör Tahvili	18,57	OKT	2024-02-04
Takasbank Para Piyasası	0,7	OKT	2024-02-04
Ters-Repo	18,32	OKT	2024-02-04
Özel Sektör Kira Sertifikaları	87,8	ZPG	2024-02-04
Gayrimenkul Yatırım Fonları Katılma Payları	0,35	ZPG	2024-02-04
Kamu Yurt Dışı Kira Sertifikaları	8,59	ZPG	2024-02-04
Diğer	0,8	ZPG	2024-02-04
Katılma Hesabı (Döviz)	2,46	ZPG	2024-02-04
Özel Sektör Kira Sertifikaları	91,22	GLS	2024-02-04
Katılma Hesabı (TL)	0,01	GLS	2024-02-04
Kamu Kira Sertifikaları (Döviz)	8,77	GLS	2024-02-04
Finansman Bonosu	48,35	NZH	2024-02-04
Hisse Senedi	0,02	NZH	2024-02-04
Yatırım Fonları Katılma Payları	34,44	NZH	2024-02-04
Mevduat (TL)	2,8	NZH	2024-02-04
Özel Sektör Tahvili	9,67	NZH	2024-02-04
Diğer	4,72	NZH	2024-02-04
Ters-Repo	91,35	BGP	2024-02-04
Takasbank Para Piyasası	0,01	BGP	2024-02-04
Mevduat (TL)	5,56	BGP	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,21	BGP	2024-02-04
Finansman Bonosu	2,55	BGP	2024-02-04
Özel Sektör Tahvili	0,32	BGP	2024-02-04
Ters-Repo	56,91	FIL	2024-02-04
Varlığa Dayalı Menkul Kıymetler	3,39	FIL	2024-02-04
Finansman Bonosu	16,73	FIL	2024-02-04
Diğer	5,11	FIL	2024-02-04
Mevduat (TL)	10,36	FIL	2024-02-04
Takasbank Para Piyasası	7,5	FIL	2024-02-04
Ters-Repo	37,43	IDL	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,16	IDL	2024-02-04
Mevduat (TL)	26,84	IDL	2024-02-04
Özel Sektör Kira Sertifikaları	0,42	IDL	2024-02-04
Finansman Bonosu	15,66	IDL	2024-02-04
Katılma Hesabı (TL)	4,87	IDL	2024-02-04
Takasbank Para Piyasası	14,62	IDL	2024-02-04
Mevduat (TL)	78,21	FSK	2024-02-04
Takasbank Para Piyasası	4,9	FSK	2024-02-04
Ters-Repo	10,17	FSK	2024-02-04
Finansman Bonosu	6,72	FSK	2024-02-04
Finansman Bonosu	57,29	ZBJ	2024-02-04
Varlığa Dayalı Menkul Kıymetler	2,21	ZBJ	2024-02-04
Ters-Repo	32,27	ZBJ	2024-02-04
Özel Sektör Tahvili	3,83	ZBJ	2024-02-04
Mevduat (TL)	4,4	ZBJ	2024-02-04
Ters-Repo	56,14	PJL	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,86	PJL	2024-02-04
Takasbank Para Piyasası	19,6	PJL	2024-02-04
Mevduat (TL)	7,9	PJL	2024-02-04
Finansman Bonosu	15,5	PJL	2024-02-04
Özel Sektör Kira Sertifikaları	57,04	ZP8	2024-02-04
Katılma Hesabı (TL)	42,96	ZP8	2024-02-04
Özel Sektör Tahvili	43,19	AYR	2024-02-04
Takasbank Para Piyasası	2,09	AYR	2024-02-04
Finansman Bonosu	33,18	AYR	2024-02-04
Varlığa Dayalı Menkul Kıymetler	4,15	AYR	2024-02-04
Ters-Repo	8,37	AYR	2024-02-04
Mevduat (TL)	4,46	AYR	2024-02-04
Özel Sektör Kira Sertifikaları	4,77	AYR	2024-02-04
Ters-Repo	77,25	UPP	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,5	UPP	2024-02-04
Takasbank Para Piyasası	16,89	UPP	2024-02-04
Özel Sektör Kira Sertifikaları	1,19	UPP	2024-02-04
Finansman Bonosu	4,17	UPP	2024-02-04
Katılma Hesabı (TL)	88,59	KSV	2024-02-04
Özel Sektör Kira Sertifikaları	11,41	KSV	2024-02-04
Finansman Bonosu	53,09	YBS	2024-02-04
Takasbank Para Piyasası	0,03	YBS	2024-02-04
Özel Sektör Tahvili	28,81	YBS	2024-02-04
Devlet Tahvili	1,32	YBS	2024-02-04
Mevduat (TL)	7,58	YBS	2024-02-04
Özel Sektör Kira Sertifikaları	1,79	YBS	2024-02-04
Varlığa Dayalı Menkul Kıymetler	2,58	YBS	2024-02-04
Ters-Repo	2,37	YBS	2024-02-04
Yatırım Fonları Katılma Payları	2,43	YBS	2024-02-04
Yabancı Borsa Yatırım Fonları	96,37	TGE	2024-02-04
Kıymetli Madenler	0,06	TGE	2024-02-04
Ters-Repo	1,77	TGE	2024-02-04
Yatırım Fonları Katılma Payları	0,77	TGE	2024-02-04
Vadeli İşlemler Nakit Teminatları	1,03	TGE	2024-02-04
Yatırım Fonları Katılma Payları	49,74	FBZ	2024-02-04
Girişim Sermayesi Yatırım Fonları Katılma Payları	0,99	FBZ	2024-02-04
Yabancı Hisse Senedi	44,02	FBZ	2024-02-04
Hisse Senedi	1,18	FBZ	2024-02-04
Takasbank Para Piyasası	2,72	FBZ	2024-02-04
Mevduat (TL)	1,35	FBZ	2024-02-04
Yabancı Hisse Senedi	62,77	TGX	2024-02-04
Takasbank Para Piyasası	4,27	TGX	2024-02-04
Yatırım Fonları Katılma Payları	18,5	TGX	2024-02-04
Hisse Senedi	14,46	TGX	2024-02-04
Katılma Hesabı (TL)	82,18	PVK	2024-02-04
Özel Sektör Kira Sertifikaları	17,82	PVK	2024-02-04
Kıymetli Madenler Cinsinden BYF	66,46	KIF	2024-02-04
Hisse Senedi	4,45	KIF	2024-02-04
Yatırım Fonları Katılma Payları	21,53	KIF	2024-02-04
Borsa Yatırım Fonları Katılma Payları	7,56	KIF	2024-02-04
Finansman Bonosu	40,6	GTF	2024-02-04
Özel Sektör Kira Sertifikaları	3,45	GTF	2024-02-04
Özel Sektör Tahvili	33,33	GTF	2024-02-04
Devlet Tahvili	5,39	GTF	2024-02-04
Takasbank Para Piyasası	9,95	GTF	2024-02-04
Yatırım Fonları Katılma Payları	7,28	GTF	2024-02-04
Katılma Hesabı (TL)	99,18	KTR	2024-02-04
Yatırım Fonları Katılma Payları	0,82	KTR	2024-02-04
Ters-Repo	33,08	DLY	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,36	DLY	2024-02-04
Mevduat (TL)	29,23	DLY	2024-02-04
Diğer	0,55	DLY	2024-02-04
Takasbank Para Piyasası	16,51	DLY	2024-02-04
Özel Sektör Kira Sertifikaları	0,71	DLY	2024-02-04
Finansman Bonosu	15,28	DLY	2024-02-04
Devlet Tahvili	0,75	DLY	2024-02-04
Katılma Hesabı (TL)	2,4	DLY	2024-02-04
Özel Sektör Tahvili	1,13	DLY	2024-02-04
Yabancı Hisse Senedi	63,53	IKP	2024-02-04
Ters-Repo	0,96	IKP	2024-02-04
Yabancı Özel Sektör Borçlanma Araçları	11,39	IKP	2024-02-04
Yatırım Fonları Katılma Payları	0,99	IKP	2024-02-04
Hisse Senedi	10,69	IKP	2024-02-04
Vadeli İşlemler Nakit Teminatları	1,44	IKP	2024-02-04
Finansman Bonosu	8,41	IKP	2024-02-04
Özel Sektör Tahvili	2,59	IKP	2024-02-04
Yatırım Fonları Katılma Payları	84,92	UJA	2024-02-04
Takasbank Para Piyasası	15,08	UJA	2024-02-04
Finansman Bonosu	68,76	TBV	2024-02-04
Varlığa Dayalı Menkul Kıymetler	0,52	TBV	2024-02-04
Özel Sektör Tahvili	16,78	TBV	2024-02-04
Özel Sektör Kira Sertifikaları	2,81	TBV	2024-02-04
Ters-Repo	11,13	TBV	2024-02-04
Yatırım Fonları Katılma Payları	100,0	IZF	2024-02-04
Finansman Bonosu	46,52	ICE	2024-02-04
Özel Sektör Tahvili	0,03	ICE	2024-02-04
Ters-Repo	18,5	ICE	2024-02-04
Diğer	1,41	ICE	2024-02-04
Takasbank Para Piyasası	18,4	ICE	2024-02-04
Varlığa Dayalı Menkul Kıymetler	1,93	ICE	2024-02-04
Mevduat (TL)	13,21	ICE	2024-02-04
Özel Sektör Tahvili	26,89	ADE	2024-02-04
Takasbank Para Piyasası	5,33	ADE	2024-02-04
Finansman Bonosu	24,52	ADE	2024-02-04
Devlet Tahvili	6,83	ADE	2024-02-04
Ters-Repo	15,9	ADE	2024-02-04
Mevduat (TL)	9,05	ADE	2024-02-04
Yatırım Fonları Katılma Payları	11,69	ADE	2024-02-04
Finansman Bonosu	94,98	IFV	2024-02-04
Özel Sektör Tahvili	0,28	IFV	2024-02-04
Varlığa Dayalı Menkul Kıymetler	2,81	IFV	2024-02-04
Takasbank Para Piyasası	0,65	IFV	2024-02-04
Diğer	1,28	IFV	2024-02-04
Finansman Bonosu	59,11	DBZ	2024-02-04
Mevduat (TL)	0,03	DBZ	2024-02-04
Özel Sektör Tahvili	18,88	DBZ	2024-02-04
Mevduat (Döviz)	0,13	DBZ	2024-02-04
Diğer	9,03	DBZ	2024-02-04
Özel Sektör Kira Sertifikaları	1,31	DBZ	2024-02-04
Kamu Kira Sertifikaları (Döviz)	4,53	DBZ	2024-02-04
Ters-Repo	1,45	DBZ	2024-02-04
Devlet Tahvili	2,9	DBZ	2024-02-04
Varlığa Dayalı Menkul Kıymetler	2,63	DBZ	2024-02-04
Yatırım Fonları Katılma Payları	86,66	PPF	2024-02-04
Hisse Senedi	13,34	PPF	2024-02-04
Ters-Repo	44,2	AAL	2024-02-04
Diğer	0,12	AAL	2024-02-04
Finansman Bonosu	37,9	AAL	2024-02-04
Özel Sektör Tahvili	0,44	AAL	2024-02-04
Mevduat (TL)	8,38	AAL	2024-02-04
Özel Sektör Kira Sertifikaları	0,88	AAL	2024-02-04
Takasbank Para Piyasası	8,08	AAL	2024-02-04
Finansman Bonosu	57,01	PUC	2024-02-04
Özel Sektör Tahvili	7,02	PUC	2024-02-04
Mevduat (TL)	21,72	PUC	2024-02-04
Varlığa Dayalı Menkul Kıymetler	14,25	PUC	2024-02-04
Finansman Bonosu	41,65	OBI	2024-02-04
Takasbank Para Piyasası	0,79	OBI	2024-02-04
Devlet Tahvili	41,1	OBI	2024-02-04
Ters-Repo	7,46	OBI	2024-02-04
Özel Sektör Tahvili	9,0	OBI	2024-02-04
Hisse Senedi	99,83	DFI	2024-02-04
Mevduat (TL)	0,17	DFI	2024-02-04
Finansman Bonosu	45,63	OKP	2024-02-04
Özel Sektör Tahvili	2,02	OKP	2024-02-04
Devlet Tahvili	29,3	OKP	2024-02-04
Takasbank Para Piyasası	4,16	OKP	2024-02-04
Ters-Repo	13,92	OKP	2024-02-04
Özel Sektör Kira Sertifikaları	4,97	OKP	2024-02-04
Ters-Repo	32,51	GO6	2024-02-04
Özel Sektör Tahvili	1,21	GO6	2024-02-04
Finansman Bonosu	24,34	GO6	2024-02-04
Diğer	1,52	GO6	2024-02-04
Takasbank Para Piyasası	20,11	GO6	2024-02-04
Varlığa Dayalı Menkul Kıymetler	2,0	GO6	2024-02-04
Mevduat (TL)	18,31	GO6	2024-02-04
Yabancı Hisse Senedi	70,68	VCY	2024-02-04
Takasbank Para Piyasası	1,02	VCY	2024-02-04
Hisse Senedi	28,3	VCY	2024-02-04
Özel Sektör Kira Sertifikaları	82,63	DPK	2024-02-04
Girişim Sermayesi Yatırım Fonları Katılma Payları	1,06	DPK	2024-02-04
Katılma Hesabı (TL)	8,08	DPK	2024-02-04
Kamu Kira Sertifikaları (TL)	1,67	DPK	2024-02-04
Diğer	4,43	DPK	2024-02-04
Finansman Bonosu	2,13	DPK	2024-02-04
Finansman Bonosu	57,64	FYO	2024-02-04
Özel Sektör Kira Sertifikaları	1,35	FYO	2024-02-04
Özel Sektör Tahvili	15,73	FYO	2024-02-04
Mevduat (TL)	3,04	FYO	2024-02-04
Diğer	9,64	FYO	2024-02-04
Ters-Repo	4,84	FYO	2024-02-04
Takasbank Para Piyasası	7,76	FYO	2024-02-04
Yatırım Fonları Katılma Payları	44,27	ODD	2024-02-04
Takasbank Para Piyasası	0,12	ODD	2024-02-04
Ters-Repo	37,9	ODD	2024-02-04
Özel Sektör Tahvili	0,39	ODD	2024-02-04
Yabancı Hisse Senedi	6,52	ODD	2024-02-04
Diğer	2,19	ODD	2024-02-04
Hisse Senedi	5,6	ODD	2024-02-04
Özel Sektör Kira Sertifikaları	3,01	ODD	2024-02-04
Finansman Bonosu	55,68	TZT	2024-02-04
Ters-Repo	0,14	TZT	2024-02-04
Özel Sektör Tahvili	24,65	TZT	2024-02-04
Gayrimenkul Yatırım Fonları Katılma Payları	7,61	TZT	2024-02-04
Girişim Sermayesi Yatırım Fonları Katılma Payları	11,92	TZT	2024-02-04
Özel Sektör Kira Sertifikaları	67,77	YCY	2024-02-04
Diğer	14,46	YCY	2024-02-04
Yatırım Fonları Katılma Payları	17,77	YCY	2024-02-04
Yatırım Fonları Katılma Payları	99,5	OLE	2024-02-04
Diğer	0,5	OLE	2024-02-04
Özel Sektör Kira Sertifikaları	87,3	AIS	2024-02-04
Kamu Kira Sertifikaları (TL)	1,58	AIS	2024-02-04
